,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,windy,cntN,casualN,registeredN
10614,10615,2012-03-23,1,1,3,9,0,5,1,1,0.52,0.5,0.9,0.0896,75,305,380,0,1.43149583578,0.115470053838,0.0572598334314
10615,10616,2012-03-23,1,1,3,10,0,5,1,1,0.56,0.5303,0.88,0.1045,125,150,275,0,1.62008392252,0.0894427191,0.0816496580928
10616,10617,2012-03-23,1,1,3,11,0,5,1,1,0.62,0.5909,0.73,0.1045,131,187,318,0,1.53392997769,0.0873704056661,0.0731272424127
10617,10618,2012-03-23,1,1,3,12,0,5,1,1,0.66,0.6212,0.61,0.2239,199,272,471,0,1.31080626273,0.0708881205008,0.0606339062591
10618,10619,2012-03-23,1,1,3,13,0,5,1,1,0.7,0.6515,0.48,0.0,172,256,428,1,1.36462353524,0.0762492851663,0.0625
10619,10620,2012-03-23,1,1,3,14,0,5,1,1,0.72,0.6515,0.42,0.1045,208,224,432,0,1.35831456231,0.0693375245282,0.0668153104781
10620,10621,2012-03-23,1,1,3,15,0,5,1,1,0.72,0.6515,0.42,0.1343,191,281,472,0,1.30968158963,0.0723574605292,0.0596549986272
10621,10622,2012-03-23,1,1,3,16,0,5,1,1,0.72,0.6515,0.42,0.1642,219,370,589,0,1.19352479007,0.0675737378399,0.051987524491
10622,10623,2012-03-23,1,1,3,17,0,5,1,1,0.72,0.6515,0.42,0.1642,264,693,957,0,0.962250448649,0.0615457454897,0.0379868588199
10623,10624,2012-03-23,1,1,3,18,0,5,1,1,0.7,0.6364,0.45,0.1642,237,593,830,0,1.02651876737,0.0649569802462,0.0410650781177
10624,10625,2012-03-23,1,1,3,19,0,5,1,1,0.66,0.6212,0.5,0.194,213,473,686,0,1.11663906121,0.0685188709828,0.0459800489872
10625,10626,2012-03-23,1,1,3,20,0,5,1,1,0.66,0.6212,0.47,0.1343,117,328,445,0,1.34231211043,0.0924500327042,0.0552157630374
10626,10627,2012-03-23,1,1,3,21,0,5,1,1,0.62,0.6212,0.53,0.1045,64,220,284,0,1.60128153805,0.125,0.0674199862463
10627,10628,2012-03-23,1,1,3,22,0,5,1,1,0.6,0.6061,0.64,0.2836,53,218,271,0,1.62865585496,0.137360563949,0.0677285461479
10628,10629,2012-03-23,1,1,3,23,0,5,1,1,0.6,0.5909,0.69,0.2537,51,125,176,0,1.89320611416,0.140028008403,0.0894427191
10629,10630,2012-03-24,1,1,3,0,0,6,0,1,0.58,0.5455,0.68,0.0,45,111,156,1,1.96494372973,0.1490711985,0.0949157995752
10630,10631,2012-03-24,1,1,3,1,0,6,0,1,0.56,0.5303,0.73,0.0896,20,108,128,0,2.08514414057,0.22360679775,0.0962250448649
10631,10632,2012-03-24,1,1,3,2,0,6,0,1,0.54,0.5152,0.77,0.1045,14,55,69,0,2.42535625036,0.267261241912,0.134839972493
10632,10633,2012-03-24,1,1,3,3,0,6,0,1,0.54,0.5152,0.77,0.1045,10,22,32,0,2.75240941282,0.316227766017,0.213200716356
10633,10634,2012-03-24,1,1,3,4,0,6,0,1,0.52,0.5,0.83,0.0896,1,6,7,0,3.07147558417,1.0,0.408248290464
10634,10635,2012-03-24,1,1,3,5,0,6,0,1,0.52,0.5,0.83,0.1642,0,4,4,0,3.11588476425,inf,0.5
10635,10636,2012-03-24,1,1,3,6,0,6,0,1,0.52,0.5,0.83,0.1642,4,24,28,0,2.79508497187,0.5,0.204124145232
10636,10637,2012-03-24,1,1,3,7,0,6,0,1,0.5,0.4848,0.88,0.1343,25,45,70,0,2.41825416703,0.2,0.1490711985
10637,10638,2012-03-24,1,1,3,8,0,6,0,1,0.5,0.4848,0.94,0.194,41,113,154,0,1.97257460788,0.156173761889,0.0940720868384
10638,10639,2012-03-24,1,1,3,9,0,6,0,1,0.52,0.5,0.83,0.1343,96,153,249,0,1.68073161363,0.102062072616,0.0808452083454
10639,10640,2012-03-24,1,1,3,10,0,6,0,1,0.52,0.5,0.88,0.194,148,197,345,0,1.48576765302,0.0821994936527,0.0712470499879
10640,10641,2012-03-24,1,1,3,11,0,6,0,1,0.5,0.4848,0.94,0.194,98,175,273,0,1.62435292576,0.101015254455,0.0755928946018
10641,10642,2012-03-24,1,1,3,12,0,6,0,0,0.52,0.5,0.94,0.2239,61,122,183,0,1.86989398002,0.128036879933,0.0905357460425
10642,10643,2012-03-24,1,1,3,13,0,6,0,0,0.52,0.5,0.94,0.2537,62,134,196,0,1.82574185835,0.127000127,0.0863868425581
10643,10644,2012-03-24,1,1,3,14,0,6,0,0,0.52,0.5,0.88,0.3582,63,160,223,0,1.74874354196,0.12598815767,0.0790569415042
10644,10645,2012-03-24,1,1,3,15,0,6,0,0,0.5,0.4848,0.94,0.4179,118,172,290,0,1.58910431541,0.0920574617898,0.0762492851663
10645,10646,2012-03-24,1,1,3,16,0,6,0,0,0.5,0.4848,0.94,0.2985,49,128,177,0,1.88982236505,0.142857142857,0.0883883476483
10646,10647,2012-03-24,1,1,3,17,0,6,0,0,0.5,0.4848,0.88,0.2239,47,68,115,0,2.14669395371,0.145864991498,0.121267812518
10647,10648,2012-03-24,1,1,3,18,0,6,0,0,0.46,0.4545,0.94,0.2239,27,110,137,0,2.04550737432,0.19245008973,0.0953462589246
10648,10649,2012-03-24,1,1,3,19,0,6,0,0,0.46,0.4545,0.94,0.1343,28,105,133,0,2.06284249252,0.188982236505,0.0975900072949
10649,10650,2012-03-24,1,1,3,20,0,6,0,0,0.44,0.4394,1.0,0.194,31,80,111,0,2.16675695009,0.179605302027,0.111803398875
10650,10651,2012-03-24,1,1,3,21,0,6,0,0,0.44,0.4394,1.0,0.194,16,88,104,0,2.2032632462,0.25,0.106600358178
10651,10652,2012-03-24,1,1,3,22,0,6,0,0,0.44,0.4394,1.0,0.2537,12,71,83,0,2.3312620206,0.288675134595,0.118678165819
10652,10653,2012-03-24,1,1,3,23,0,6,0,1,0.44,0.4394,0.94,0.2836,17,88,105,0,2.2032632462,0.242535625036,0.106600358178
10653,10654,2012-03-25,1,1,3,0,0,0,0,1,0.44,0.4394,0.94,0.2836,18,62,80,0,2.35050247361,0.235702260396,0.127000127
10654,10655,2012-03-25,1,1,3,1,0,0,0,1,0.42,0.4242,1.0,0.2537,24,65,89,0,2.29415733871,0.204124145232,0.124034734589
10655,10656,2012-03-25,1,1,3,2,0,0,0,0,0.42,0.4242,1.0,0.2985,6,29,35,0,2.72165526976,0.408248290464,0.185695338177
10656,10657,2012-03-25,1,1,3,3,0,0,0,0,0.42,0.4242,0.94,0.2985,8,10,18,0,2.92352673102,0.353553390593,0.316227766017
10657,10658,2012-03-25,1,1,3,4,0,0,0,1,0.42,0.4242,0.94,0.3284,1,7,8,0,3.05708920258,1.0,0.377964473009
10658,10659,2012-03-25,1,1,3,5,0,0,0,1,0.4,0.4091,1.0,0.2537,0,6,6,0,3.08606699924,inf,0.408248290464
10659,10660,2012-03-25,1,1,3,6,0,0,0,1,0.4,0.4091,1.0,0.2537,5,13,18,0,2.92352673102,0.4472135955,0.277350098113
10660,10661,2012-03-25,1,1,3,7,0,0,0,1,0.4,0.4091,0.94,0.3284,14,25,39,0,2.68220890393,0.267261241912,0.2
10661,10662,2012-03-25,1,1,3,8,0,0,0,1,0.4,0.4091,0.94,0.3284,21,68,89,0,2.29415733871,0.218217890236,0.121267812518
10662,10663,2012-03-25,1,1,3,9,0,0,0,1,0.4,0.4091,0.94,0.2537,26,92,118,0,2.13200716356,0.196116135138,0.104257207029
10663,10664,2012-03-25,1,1,3,10,0,0,0,1,0.4,0.4091,0.87,0.3284,78,172,250,0,1.67836271659,0.113227703414,0.0762492851663
10664,10665,2012-03-25,1,1,3,11,0,0,0,1,0.4,0.4091,0.94,0.2537,106,217,323,0,1.52498570333,0.0971285862357,0.0678844233302
10665,10666,2012-03-25,1,1,3,12,0,0,0,1,0.4,0.4091,0.94,0.2239,122,238,360,0,1.46176336551,0.0905357460425,0.0648203723552
10666,10667,2012-03-25,1,1,3,13,0,0,0,1,0.42,0.4242,0.88,0.1642,110,257,367,0,1.45095250022,0.0953462589246,0.0623782861552
10667,10668,2012-03-25,1,1,3,14,0,0,0,1,0.44,0.4394,0.88,0.1642,123,291,414,0,1.3827674747,0.0901669634667,0.0586210381761
10668,10669,2012-03-25,1,1,3,15,0,0,0,1,0.44,0.4394,0.88,0.194,139,282,421,0,1.37360563949,0.084818892968,0.0595491334175
10669,10670,2012-03-25,1,1,3,16,0,0,0,1,0.48,0.4697,0.77,0.0,153,339,492,1,1.28777901548,0.0808452083454,0.0543125446594
10670,10671,2012-03-25,1,1,3,17,0,0,0,1,0.5,0.4848,0.72,0.0896,146,273,419,0,1.37620470641,0.0827605888602,0.0605227532669
10671,10672,2012-03-25,1,1,3,18,0,0,0,1,0.5,0.4848,0.72,0.0896,202,289,491,0,1.28884815557,0.070359754473,0.0588235294118
10672,10673,2012-03-25,1,1,3,19,0,0,0,1,0.5,0.4848,0.72,0.2537,114,261,375,0,1.43888615767,0.0936585811582,0.061898446059
10673,10674,2012-03-25,1,1,3,20,0,0,0,1,0.48,0.4697,0.77,0.2239,63,196,259,0,1.65748386033,0.12598815767,0.0714285714286
10674,10675,2012-03-25,1,1,3,21,0,0,0,1,0.48,0.4697,0.77,0.1642,25,124,149,0,1.99204768222,0.2,0.0898026510134
10675,10676,2012-03-25,1,1,3,22,0,0,0,1,0.46,0.4545,0.82,0.1343,19,92,111,0,2.16675695009,0.229415733871,0.104257207029
10676,10677,2012-03-25,1,1,3,23,0,0,0,1,0.48,0.4697,0.82,0.1343,9,56,65,0,2.45440346837,0.333333333333,0.133630620956
10677,10678,2012-03-26,1,1,3,0,0,1,1,1,0.48,0.4697,0.82,0.1642,10,23,33,0,2.74204248554,0.316227766017,0.208514414057
10678,10679,2012-03-26,1,1,3,1,0,1,1,1,0.48,0.4697,0.82,0.2537,18,10,28,0,2.79508497187,0.235702260396,0.316227766017
10679,10680,2012-03-26,1,1,3,2,0,1,1,1,0.46,0.4545,0.88,0.2239,14,6,20,0,2.88675134595,0.267261241912,0.408248290464
10680,10681,2012-03-26,1,1,3,3,0,1,1,1,0.46,0.4545,0.82,0.194,0,1,1,0,3.16227766017,inf,1.0
10681,10682,2012-03-26,1,1,3,4,0,1,1,1,0.44,0.4394,0.82,0.1642,0,4,4,0,3.11588476425,inf,0.5
10682,10683,2012-03-26,1,1,3,5,0,1,1,1,0.44,0.4394,0.77,0.1642,0,36,36,0,2.71163072273,inf,0.166666666667
10683,10684,2012-03-26,1,1,3,6,0,1,1,1,0.42,0.4242,0.82,0.194,7,110,117,0,2.13686921585,0.377964473009,0.0953462589246
10684,10685,2012-03-26,1,1,3,7,0,1,1,1,0.44,0.4394,0.72,0.194,15,355,370,0,1.44639213535,0.258198889747,0.0530744892434
10685,10686,2012-03-26,1,1,3,8,0,1,1,1,0.44,0.4394,0.62,0.2239,32,625,657,0,1.13812863401,0.176776695297,0.04
10686,10687,2012-03-26,1,1,3,9,0,1,1,1,0.46,0.4545,0.47,0.2836,37,245,282,0,1.60540324767,0.164398987305,0.0638876565
10687,10688,2012-03-26,1,1,3,10,0,1,1,1,0.5,0.4848,0.36,0.5821,55,98,153,1,1.97642353761,0.134839972493,0.101015254455
10688,10689,2012-03-26,1,1,3,11,0,1,1,1,0.48,0.4697,0.31,0.5821,47,131,178,1,1.88645669476,0.145864991498,0.0873704056661
10689,10690,2012-03-26,1,1,3,12,0,1,1,1,0.48,0.4697,0.33,0.5224,63,216,279,0,1.61164592805,0.12598815767,0.068041381744
10690,10691,2012-03-26,1,1,3,13,0,1,1,1,0.48,0.4697,0.29,0.6866,79,222,301,1,1.56748284106,0.112508790093,0.0671156055214
10691,10692,2012-03-26,1,1,3,14,0,1,1,1,0.48,0.4697,0.33,0.4478,58,159,217,0,1.76501127405,0.13130643286,0.0793051585718
10692,10693,2012-03-26,1,1,3,15,0,1,1,1,0.48,0.4697,0.29,0.6119,66,157,223,1,1.74874354196,0.123091490979,0.0798086884468
10693,10694,2012-03-26,1,1,3,16,0,1,1,1,0.48,0.4697,0.25,0.6418,60,245,305,1,1.5598365377,0.129099444874,0.0638876565
10694,10695,2012-03-26,1,1,3,17,0,1,1,1,0.46,0.4545,0.24,0.4478,65,599,664,0,1.13300355141,0.124034734589,0.0408588923223
10695,10696,2012-03-26,1,1,3,18,0,1,1,1,0.44,0.4394,0.26,0.4478,90,594,684,0,1.11803398875,0.105409255339,0.0410304969931
10696,10697,2012-03-26,1,1,3,19,0,1,1,1,0.42,0.4242,0.24,0.3582,41,417,458,0,1.32686223109,0.156173761889,0.0489702106874
10697,10698,2012-03-26,1,1,3,20,0,1,1,1,0.4,0.4091,0.26,0.5224,12,209,221,0,1.75411603861,0.288675134595,0.0691714463866
10698,10699,2012-03-26,1,1,3,21,0,1,1,1,0.38,0.3939,0.25,0.4925,11,175,186,0,1.85695338177,0.301511344578,0.0755928946018
10699,10700,2012-03-26,1,1,3,22,0,1,1,1,0.36,0.3333,0.25,0.3582,13,80,93,0,2.27038304593,0.277350098113,0.111803398875
10700,10701,2012-03-26,1,1,3,23,0,1,1,1,0.34,0.2879,0.25,0.5224,2,46,48,0,2.59937622455,0.707106781187,0.147441956155
10701,10702,2012-03-27,1,1,3,0,0,2,1,1,0.32,0.2879,0.26,0.5224,1,9,10,0,3.02891266408,1.0,0.333333333333
10702,10703,2012-03-27,1,1,3,1,0,2,1,1,0.3,0.2727,0.26,0.4627,1,4,5,0,3.10086836473,1.0,0.5
10703,10704,2012-03-27,1,1,3,2,0,2,1,1,0.26,0.2273,0.3,0.2985,1,6,7,0,3.07147558417,1.0,0.408248290464
10704,10705,2012-03-27,1,1,3,3,0,2,1,1,0.26,0.2273,0.3,0.3284,0,4,4,0,3.11588476425,inf,0.5
10705,10706,2012-03-27,1,1,3,4,0,2,1,1,0.24,0.2121,0.32,0.3582,0,3,3,0,3.13112145543,inf,0.57735026919
10706,10707,2012-03-27,1,1,3,5,0,2,1,1,0.22,0.2121,0.37,0.2836,1,16,17,0,2.93610109757,1.0,0.25
10707,10708,2012-03-27,1,1,3,6,0,2,1,1,0.22,0.2273,0.37,0.194,5,96,101,0,2.22497079745,0.4472135955,0.102062072616
10708,10709,2012-03-27,1,1,3,7,0,2,1,1,0.22,0.2273,0.37,0.194,9,277,286,0,1.5971914125,0.333333333333,0.0600841768126
10709,10710,2012-03-27,1,1,3,8,0,2,1,1,0.22,0.2121,0.37,0.2985,14,567,581,0,1.20038418442,0.267261241912,0.0419960525566
10710,10711,2012-03-27,1,1,3,9,0,2,1,1,0.24,0.2273,0.38,0.194,8,259,267,0,1.63956458946,0.353553390593,0.0621369766001
10711,10712,2012-03-27,1,1,3,10,0,2,1,1,0.26,0.2576,0.35,0.2239,20,118,138,0,2.04124145232,0.22360679775,0.0920574617898
10712,10713,2012-03-27,1,1,3,11,0,2,1,1,0.3,0.303,0.31,0.1642,34,141,175,0,1.89660810453,0.171498585143,0.0842151921067
10713,10714,2012-03-27,1,1,3,12,0,2,1,1,0.32,0.3182,0.31,0.1642,34,186,220,0,1.75682092232,0.171498585143,0.0733235575107
10714,10715,2012-03-27,1,1,3,13,0,2,1,1,0.36,0.3485,0.27,0.0,46,165,211,1,1.78174161275,0.147441956155,0.0778498944162
10715,10716,2012-03-27,1,1,3,14,0,2,1,1,0.4,0.4091,0.24,0.1343,37,147,184,0,1.86338998125,0.164398987305,0.0824786098842
10716,10717,2012-03-27,1,1,3,15,0,2,1,1,0.42,0.4242,0.2,0.0,42,158,200,1,1.81369062528,0.154303349962,0.0795557284176
10717,10718,2012-03-27,1,1,3,16,0,2,1,1,0.42,0.4242,0.2,0.0,38,267,305,1,1.5598365377,0.162221421131,0.0611990061362
10718,10719,2012-03-27,1,1,3,17,0,2,1,1,0.44,0.4394,0.16,0.0,72,542,614,1,1.17201807735,0.117851130198,0.0429536779588
10719,10720,2012-03-27,1,1,3,18,0,2,1,1,0.42,0.4242,0.17,0.0896,67,577,644,0,1.14783407192,0.122169444356,0.0416305447122
10720,10721,2012-03-27,1,1,3,19,0,2,1,1,0.42,0.4242,0.17,0.0,40,377,417,1,1.37881858285,0.158113883008,0.0515026202625
10721,10722,2012-03-27,1,1,3,20,0,2,1,1,0.42,0.4242,0.17,0.0896,28,266,294,0,1.58113883008,0.188982236505,0.0613139339485
10722,10723,2012-03-27,1,1,3,21,0,2,1,1,0.36,0.3485,0.37,0.1642,21,200,221,0,1.75411603861,0.218217890236,0.0707106781187
10723,10724,2012-03-27,1,1,3,22,0,2,1,1,0.36,0.3485,0.37,0.1343,7,127,134,0,2.05846742398,0.377964473009,0.0887356509416
10724,10725,2012-03-27,1,1,3,23,0,2,1,1,0.36,0.3485,0.37,0.194,5,59,64,0,2.46932399162,0.4472135955,0.130188910981
10725,10726,2012-03-28,1,1,3,0,0,3,1,1,0.36,0.3333,0.4,0.2836,1,29,30,0,2.77350098113,1.0,0.185695338177
10726,10727,2012-03-28,1,1,3,1,0,3,1,1,0.36,0.3333,0.46,0.2985,0,8,8,0,3.05708920258,inf,0.353553390593
10727,10728,2012-03-28,1,1,3,2,0,3,1,1,0.34,0.303,0.49,0.2985,0,3,3,0,3.13112145543,inf,0.57735026919
10728,10729,2012-03-28,1,1,3,3,0,3,1,1,0.34,0.303,0.42,0.3284,1,4,5,0,3.10086836473,1.0,0.5
10729,10730,2012-03-28,1,1,3,4,0,3,1,1,0.36,0.3333,0.43,0.2985,1,0,1,0,3.16227766017,1.0,inf
10730,10731,2012-03-28,1,1,3,5,0,3,1,1,0.36,0.3333,0.43,0.2985,2,38,40,0,2.67261241912,0.707106781187,0.162221421131
10731,10732,2012-03-28,1,1,3,6,0,3,1,1,0.36,0.3333,0.46,0.3582,4,111,115,0,2.14669395371,0.5,0.0949157995752
10732,10733,2012-03-28,1,1,3,7,0,3,1,1,0.36,0.3333,0.46,0.3284,10,348,358,0,1.46489683827,0.316227766017,0.0536056267419
10733,10734,2012-03-28,1,1,3,8,0,3,1,1,0.38,0.3939,0.46,0.3582,19,639,658,0,1.13739221942,0.229415733871,0.0395593886065
10734,10735,2012-03-28,1,1,3,9,0,3,1,1,0.4,0.4091,0.43,0.4478,16,298,314,0,1.54119982874,0.25,0.0579284446363
10735,10736,2012-03-28,1,1,3,10,0,3,1,1,0.46,0.4545,0.41,0.4179,33,140,173,0,1.90346746907,0.174077655956,0.0845154254729
10736,10737,2012-03-28,1,1,3,11,0,3,1,1,0.5,0.4848,0.42,0.3881,54,168,222,0,1.75142361026,0.136082763488,0.077151674981
10737,10738,2012-03-28,1,1,3,12,0,3,1,1,0.54,0.5152,0.39,0.3582,50,218,268,0,1.63517485042,0.141421356237,0.0677285461479
10738,10739,2012-03-28,1,1,3,13,0,3,1,1,0.56,0.5303,0.43,0.3284,60,213,273,0,1.62435292576,0.129099444874,0.0685188709828
10739,10740,2012-03-28,1,1,3,14,0,3,1,1,0.62,0.6212,0.38,0.3582,52,169,221,0,1.75411603861,0.138675049056,0.0769230769231
10740,10741,2012-03-28,1,1,3,15,0,3,1,1,0.62,0.6212,0.41,0.2985,47,152,199,0,1.81668104878,0.145864991498,0.0811107105654
10741,10742,2012-03-28,1,1,3,16,0,3,1,0,0.62,0.6212,0.43,0.0896,51,170,221,0,1.75411603861,0.140028008403,0.0766964988847
10742,10743,2012-03-28,1,1,3,17,0,3,1,1,0.6,0.6061,0.6,0.2239,72,532,604,0,1.18015154119,0.117851130198,0.0433554984762
10743,10744,2012-03-28,1,1,3,18,0,3,1,1,0.6,0.6061,0.6,0.2239,61,580,641,0,1.15010926557,0.128036879933,0.0415227399269
10744,10745,2012-03-28,1,1,3,19,0,3,1,1,0.6,0.6212,0.56,0.194,41,415,456,0,1.32920444338,0.156173761889,0.0490880693674
10745,10746,2012-03-28,1,1,3,20,0,3,1,1,0.6,0.6212,0.56,0.2985,38,324,362,0,1.45864991498,0.162221421131,0.0555555555556
10746,10747,2012-03-28,1,1,3,21,0,3,1,1,0.58,0.5455,0.6,0.2537,28,233,261,0,1.65294901227,0.188982236505,0.065512178208
10747,10748,2012-03-28,1,1,3,22,0,3,1,1,0.56,0.5303,0.64,0.1343,21,151,172,0,1.90692517849,0.218217890236,0.0813788458771
10748,10749,2012-03-28,1,1,3,23,0,3,1,1,0.54,0.5152,0.68,0.1343,12,81,93,0,2.27038304593,0.288675134595,0.111111111111
10749,10750,2012-03-29,1,1,3,0,0,4,1,1,0.54,0.5152,0.68,0.194,10,38,48,0,2.59937622455,0.316227766017,0.162221421131
10750,10751,2012-03-29,1,1,3,1,0,4,1,1,0.56,0.5303,0.6,0.1343,15,18,33,0,2.74204248554,0.258198889747,0.235702260396
10751,10752,2012-03-29,1,1,3,2,0,4,1,1,0.6,0.6061,0.28,0.2985,0,6,6,0,3.08606699924,inf,0.408248290464
10752,10753,2012-03-29,1,1,3,3,0,4,1,1,0.58,0.5455,0.28,0.2537,1,4,5,0,3.10086836473,1.0,0.5
10753,10754,2012-03-29,1,1,3,4,0,4,1,1,0.52,0.5,0.36,0.2537,1,8,9,0,3.04290309725,1.0,0.353553390593
10754,10755,2012-03-29,1,1,3,5,0,4,1,1,0.5,0.4848,0.45,0.2239,2,30,32,0,2.75240941282,0.707106781187,0.182574185835
10755,10756,2012-03-29,1,1,3,6,0,4,1,1,0.46,0.4545,0.59,0.2537,3,114,117,0,2.13686921585,0.57735026919,0.0936585811582
10756,10757,2012-03-29,1,1,3,7,0,4,1,1,0.46,0.4545,0.51,0.3582,14,353,367,0,1.45095250022,0.267261241912,0.0532246295412
10757,10758,2012-03-29,1,1,3,8,0,4,1,1,0.46,0.4545,0.47,0.4179,26,628,654,0,1.1403464899,0.196116135138,0.0399043442234
10758,10759,2012-03-29,1,1,3,9,0,4,1,1,0.48,0.4697,0.48,0.4179,22,299,321,0,1.52854460129,0.213200716356,0.0578314931966
10759,10760,2012-03-29,1,1,3,10,0,4,1,1,0.46,0.4545,0.47,0.4478,42,124,166,0,1.9280747182,0.154303349962,0.0898026510134
10760,10761,2012-03-29,1,1,3,11,0,4,1,1,0.5,0.4848,0.45,0.4179,54,166,220,0,1.75682092232,0.136082763488,0.0776150525706
10761,10762,2012-03-29,1,1,3,12,0,4,1,1,0.5,0.4848,0.42,0.4925,64,228,292,0,1.58510656237,0.125,0.0662266178533
10762,10763,2012-03-29,1,1,3,13,0,4,1,1,0.46,0.4545,0.44,0.3284,50,223,273,0,1.62435292576,0.141421356237,0.0669649530182
10763,10764,2012-03-29,1,1,3,14,0,4,1,1,0.5,0.4848,0.42,0.3582,63,175,238,0,1.70746944191,0.12598815767,0.0755928946018
10764,10765,2012-03-29,1,1,3,15,0,4,1,1,0.52,0.5,0.39,0.3582,109,198,307,0,1.5541746804,0.0957826285221,0.0710669054519
10765,10766,2012-03-29,1,1,3,16,0,4,1,1,0.52,0.5,0.36,0.3284,67,321,388,0,1.41847539091,0.122169444356,0.0558145572186
10766,10767,2012-03-29,1,1,3,17,0,4,1,1,0.52,0.5,0.38,0.3881,83,620,703,0,1.10498924022,0.10976425999,0.0401609664451
10767,10768,2012-03-29,1,1,3,18,0,4,1,1,0.5,0.4848,0.39,0.2985,83,598,681,0,1.12013621685,0.10976425999,0.0408930410055
10768,10769,2012-03-29,1,1,3,19,0,4,1,1,0.48,0.4697,0.39,0.2836,47,421,468,0,1.31419774644,0.145864991498,0.0487370178829
10769,10770,2012-03-29,1,1,3,20,0,4,1,1,0.46,0.4545,0.38,0.2985,34,301,335,0,1.50414209399,0.171498585143,0.0576390417704
10770,10771,2012-03-29,1,1,3,21,0,4,1,1,0.44,0.4394,0.44,0.2836,10,214,224,0,1.74607573942,0.316227766017,0.0683585927025
10771,10772,2012-03-29,1,1,3,22,0,4,1,1,0.42,0.4242,0.44,0.2836,17,135,152,0,1.98029508595,0.242535625036,0.0860662965824
10772,10773,2012-03-29,1,1,3,23,0,4,1,1,0.42,0.4242,0.47,0.2985,17,77,94,0,2.26455406829,0.242535625036,0.11396057646
10773,10774,2012-03-30,1,1,3,0,0,5,1,1,0.4,0.4091,0.47,0.2985,10,49,59,0,2.50784931288,0.316227766017,0.142857142857
10774,10775,2012-03-30,1,1,3,1,0,5,1,1,0.38,0.3939,0.5,0.2836,6,21,27,0,2.80606766633,0.408248290464,0.218217890236
10775,10776,2012-03-30,1,1,3,2,0,5,1,1,0.36,0.3333,0.53,0.2985,1,6,7,0,3.07147558417,1.0,0.408248290464
10776,10777,2012-03-30,1,1,3,3,0,5,1,1,0.34,0.3333,0.61,0.1343,0,7,7,0,3.07147558417,inf,0.377964473009
10777,10778,2012-03-30,1,1,3,4,0,5,1,1,0.34,0.3485,0.53,0.0896,1,1,2,0,3.14658387764,1.0,1.0
10778,10779,2012-03-30,1,1,3,5,0,5,1,1,0.32,0.3333,0.61,0.0896,0,26,26,0,2.8171808491,inf,0.196116135138
10779,10780,2012-03-30,1,1,3,6,0,5,1,1,0.32,0.3333,0.57,0.1343,5,81,86,0,2.31248645031,0.4472135955,0.111111111111
10780,10781,2012-03-30,1,1,3,7,0,5,1,1,0.32,0.3182,0.57,0.1642,9,280,289,0,1.59111456835,0.333333333333,0.0597614304667
10781,10782,2012-03-30,1,1,3,8,0,5,1,1,0.32,0.3182,0.66,0.1642,38,555,593,0,1.18929691709,0.162221421131,0.0424476359978
10782,10783,2012-03-30,1,1,3,9,0,5,1,1,0.34,0.3333,0.57,0.1642,29,292,321,0,1.52854460129,0.185695338177,0.0585205735981
10783,10784,2012-03-30,1,1,3,10,0,5,1,1,0.36,0.3636,0.57,0.1045,50,137,187,0,1.85695338177,0.141421356237,0.0854357657717
10784,10785,2012-03-30,1,1,3,11,0,5,1,1,0.36,0.3788,0.53,0.0,48,153,201,1,1.81071492085,0.144337567297,0.0808452083454
10785,10786,2012-03-30,1,1,3,12,0,5,1,1,0.38,0.3939,0.54,0.0,62,208,270,1,1.63082018263,0.127000127,0.0693375245282
10786,10787,2012-03-30,1,1,3,13,0,5,1,0,0.4,0.4091,0.5,0.0,44,198,242,1,1.69759959366,0.150755672289,0.0710669054519
10787,10788,2012-03-30,1,1,3,14,0,5,1,0,0.4,0.4091,0.54,0.0,56,173,229,1,1.73032135051,0.133630620956,0.076028592127
10788,10789,2012-03-30,1,1,3,15,0,5,1,0,0.42,0.4242,0.54,0.0,73,207,280,1,1.60955694995,0.117041147196,0.0695048046857
10789,10790,2012-03-30,1,1,3,16,0,5,1,0,0.4,0.4091,0.62,0.2836,75,292,367,0,1.45095250022,0.115470053838,0.0585205735981
10790,10791,2012-03-30,1,1,3,17,0,5,1,1,0.4,0.4091,0.62,0.2239,93,513,606,0,1.17851130198,0.103695169473,0.0441510785688
10791,10792,2012-03-30,1,1,3,18,0,5,1,1,0.42,0.4242,0.54,0.194,68,492,560,0,1.21896845777,0.121267812518,0.0450834817334
10792,10793,2012-03-30,1,1,3,19,0,5,1,1,0.4,0.4091,0.62,0.2239,42,353,395,0,1.40859042455,0.154303349962,0.0532246295412
10793,10794,2012-03-30,1,1,3,20,0,5,1,1,0.4,0.4091,0.62,0.1642,17,192,209,0,1.78742501351,0.242535625036,0.0721687836487
10794,10795,2012-03-30,1,1,3,21,0,5,1,1,0.38,0.3939,0.66,0.1343,30,190,220,0,1.75682092232,0.182574185835,0.072547625011
10795,10796,2012-03-30,1,1,3,22,0,5,1,1,0.36,0.3485,0.71,0.1642,23,130,153,0,1.97642353761,0.208514414057,0.0877058019307
10796,10797,2012-03-30,1,1,3,23,0,5,1,1,0.36,0.3788,0.71,0.0,16,107,123,1,2.10818510678,0.25,0.0966736489046
10797,10798,2012-03-31,1,1,3,0,0,6,0,1,0.38,0.3939,0.82,0.194,12,80,92,0,2.27625726803,0.288675134595,0.111803398875
