,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,windy,cntN,casualN,registeredN
8422,8423,2011-12-22,4,0,12,14,0,4,1,1,0.46,0.4545,0.63,0.0,23,136,159,1,1.95366166291,0.208514414057,0.0857492925713
8423,8424,2011-12-22,4,0,12,15,0,4,1,1,0.48,0.4697,0.59,0.0,28,186,214,1,1.77331725533,0.188982236505,0.0733235575107
8424,8425,2011-12-22,4,0,12,16,0,4,1,1,0.46,0.4545,0.63,0.0,30,226,256,1,1.66435666325,0.182574185835,0.0665190105238
8425,8426,2011-12-22,4,0,12,17,0,4,1,1,0.44,0.4394,0.67,0.1642,24,332,356,0,1.46805054879,0.204124145232,0.0548821299948
8426,8427,2011-12-22,4,0,12,18,0,4,1,1,0.44,0.4394,0.62,0.0896,11,277,288,0,1.59313246969,0.301511344578,0.0600841768126
8427,8428,2011-12-22,4,0,12,19,0,4,1,1,0.44,0.4394,0.62,0.0,12,130,142,1,2.02444082545,0.288675134595,0.0877058019307
8440,8441,2011-12-23,4,0,12,8,0,5,1,1,0.4,0.4091,0.76,0.2537,9,173,182,0,1.87317162316,0.333333333333,0.076028592127
8441,8442,2011-12-23,4,0,12,9,0,5,1,1,0.4,0.4091,0.66,0.2985,4,152,156,0,1.96494372973,0.5,0.0811107105654
8443,8444,2011-12-23,4,0,12,11,0,5,1,1,0.4,0.4091,0.58,0.4478,26,148,174,0,1.90002850064,0.196116135138,0.0821994936527
8444,8445,2011-12-23,4,0,12,12,0,5,1,1,0.4,0.4091,0.54,0.5224,14,156,170,0,1.91389750588,0.267261241912,0.0800640769025
8445,8446,2011-12-23,4,0,12,13,0,5,1,1,0.4,0.4091,0.5,0.4627,17,177,194,0,1.83185826362,0.242535625036,0.0751646028003
8446,8447,2011-12-23,4,0,12,14,0,5,1,1,0.4,0.4091,0.54,0.4179,23,177,200,0,1.81369062528,0.208514414057,0.0751646028003
8447,8448,2011-12-23,4,0,12,15,0,5,1,1,0.38,0.3939,0.54,0.3582,12,191,203,0,1.80480718921,0.288675134595,0.0723574605292
8448,8449,2011-12-23,4,0,12,16,0,5,1,1,0.38,0.3939,0.5,0.2985,15,166,181,0,1.8764665626,0.258198889747,0.0776150525706
8449,8450,2011-12-23,4,0,12,17,0,5,1,1,0.36,0.3485,0.53,0.2239,11,129,140,0,2.03278907045,0.301511344578,0.0880450906326
8515,8516,2011-12-26,4,0,12,13,1,1,0,1,0.38,0.3939,0.4,0.2985,57,83,140,0,2.03278907045,0.132453235707,0.10976425999
8516,8517,2011-12-26,4,0,12,14,1,1,0,1,0.38,0.3939,0.4,0.3284,73,80,153,0,1.97642353761,0.117041147196,0.111803398875
8517,8518,2011-12-26,4,0,12,15,1,1,0,1,0.38,0.3939,0.4,0.2537,26,105,131,0,2.07167697616,0.196116135138,0.0975900072949
8534,8535,2011-12-27,4,0,12,8,0,2,1,1,0.3,0.303,0.65,0.1642,9,155,164,0,1.93528249929,0.333333333333,0.0803219328902
8544,8545,2011-12-27,4,0,12,18,0,2,1,1,0.38,0.3939,0.87,0.2836,9,126,135,0,2.05412007504,0.333333333333,0.0890870806375
8557,8558,2011-12-28,4,0,12,8,0,3,1,1,0.32,0.2879,0.57,0.3582,11,206,217,0,1.76501127405,0.301511344578,0.0696733014292
8558,8559,2011-12-28,4,0,12,9,0,3,1,1,0.32,0.303,0.57,0.3284,18,171,189,0,1.84742233484,0.235702260396,0.0764719112902
8561,8562,2011-12-28,4,0,12,12,0,3,1,1,0.34,0.2879,0.46,0.5522,32,108,140,0,2.03278907045,0.176776695297,0.0962250448649
8562,8563,2011-12-28,4,0,12,13,0,3,1,1,0.34,0.2879,0.39,0.4627,24,135,159,0,1.95366166291,0.204124145232,0.0860662965824
8565,8566,2011-12-28,4,0,12,16,0,3,1,1,0.3,0.2727,0.36,0.4179,23,144,167,0,1.9245008973,0.208514414057,0.0833333333333
8566,8567,2011-12-28,4,0,12,17,0,3,1,1,0.28,0.2727,0.38,0.2537,25,225,250,0,1.67836271659,0.2,0.0666666666667
8567,8568,2011-12-28,4,0,12,18,0,3,1,1,0.26,0.2273,0.38,0.3284,10,159,169,0,1.91741247212,0.316227766017,0.0793051585718
8568,8569,2011-12-28,4,0,12,19,0,3,1,1,0.24,0.2273,0.41,0.2537,16,135,151,0,1.98418947533,0.25,0.0860662965824
8581,8582,2011-12-29,4,0,12,8,0,4,1,1,0.2,0.2576,0.64,0.0,3,207,210,1,1.78457652562,0.57735026919,0.0695048046857
8582,8583,2011-12-29,4,0,12,9,0,4,1,1,0.2,0.2121,0.64,0.1343,15,155,170,0,1.91389750588,0.258198889747,0.0803219328902
8585,8586,2011-12-29,4,0,12,12,0,4,1,1,0.26,0.2727,0.56,0.1045,12,118,130,0,2.07613699634,0.288675134595,0.0920574617898
8586,8587,2011-12-29,4,0,12,13,0,4,1,1,0.28,0.2879,0.52,0.1045,36,95,131,0,2.07167697616,0.166666666667,0.102597835209
8587,8588,2011-12-29,4,0,12,14,0,4,1,1,0.3,0.3333,0.52,0.0,30,112,142,1,2.02444082545,0.182574185835,0.0944911182523
8588,8589,2011-12-29,4,0,12,15,0,4,1,1,0.3,0.3182,0.52,0.0896,27,150,177,0,1.88982236505,0.19245008973,0.0816496580928
8589,8590,2011-12-29,4,0,12,16,0,4,1,1,0.3,0.303,0.52,0.1642,22,155,177,0,1.88982236505,0.213200716356,0.0803219328902
8590,8591,2011-12-29,4,0,12,17,0,4,1,1,0.3,0.303,0.61,0.1642,14,226,240,0,1.70251306152,0.267261241912,0.0665190105238
8591,8592,2011-12-29,4,0,12,18,0,4,1,1,0.3,0.303,0.56,0.1343,15,192,207,0,1.7931631503,0.258198889747,0.0721687836487
8592,8593,2011-12-29,4,0,12,19,0,4,1,1,0.3,0.3182,0.56,0.1045,11,124,135,0,2.05412007504,0.301511344578,0.0898026510134
8605,8606,2011-12-30,4,0,12,8,0,5,1,1,0.24,0.2576,0.75,0.0896,12,193,205,0,1.7989569074,0.288675134595,0.0719815750749
8606,8607,2011-12-30,4,0,12,9,0,5,1,1,0.26,0.303,0.75,0.0,19,175,194,1,1.83185826362,0.229415733871,0.0755928946018
8608,8609,2011-12-30,4,0,12,11,0,5,1,1,0.32,0.3182,0.66,0.194,45,126,171,0,1.91040179975,0.1490711985,0.0890870806375
8609,8610,2011-12-30,4,0,12,12,0,5,1,1,0.32,0.3333,0.57,0.1343,38,159,197,0,1.82270654144,0.162221421131,0.0793051585718
8610,8611,2011-12-30,4,0,12,13,0,5,1,1,0.36,0.3485,0.53,0.1343,53,154,207,0,1.7931631503,0.137360563949,0.0805822964025
8611,8612,2011-12-30,4,0,12,14,0,5,1,1,0.4,0.4091,0.47,0.0896,67,178,245,0,1.69030850946,0.122169444356,0.0749531688996
8612,8613,2011-12-30,4,0,12,15,0,5,1,1,0.42,0.4242,0.44,0.0,56,236,292,1,1.58510656237,0.133630620956,0.0650944554904
8613,8614,2011-12-30,4,0,12,16,0,5,1,1,0.42,0.4242,0.47,0.194,36,247,283,0,1.60333841949,0.166666666667,0.0636284762976
8614,8615,2011-12-30,4,0,12,17,0,5,1,1,0.38,0.3939,0.54,0.1642,54,188,242,0,1.69759959366,0.136082763488,0.0729324957489
8615,8616,2011-12-30,4,0,12,18,0,5,1,1,0.36,0.3485,0.62,0.1343,19,163,182,0,1.87317162316,0.229415733871,0.0783260449988
8632,8633,2011-12-31,4,0,12,11,0,6,0,1,0.42,0.4242,0.71,0.1642,65,152,217,0,1.76501127405,0.124034734589,0.0811107105654
8633,8634,2011-12-31,4,0,12,12,0,6,0,1,0.52,0.5,0.39,0.2985,93,180,273,0,1.62435292576,0.103695169473,0.07453559925
8634,8635,2011-12-31,4,0,12,13,0,6,0,1,0.5,0.4848,0.42,0.4925,108,205,313,0,1.54303349962,0.0962250448649,0.069843029577
8635,8636,2011-12-31,4,0,12,14,0,6,0,1,0.46,0.4545,0.51,0.3284,115,185,300,0,1.56941205144,0.093250480824,0.0735214622094
8636,8637,2011-12-31,4,0,12,15,0,6,0,1,0.46,0.4545,0.47,0.4925,89,164,253,0,1.67131567616,0.105999788001,0.0780868809443
8637,8638,2011-12-31,4,0,12,16,0,6,0,1,0.44,0.4394,0.51,0.3881,52,143,195,0,1.8287923899,0.138675049056,0.0836242010007
8656,8657,2012-01-01,4,1,1,11,0,0,0,1,0.34,0.3333,0.76,0.1343,40,98,138,0,2.04124145232,0.158113883008,0.101015254455
8657,8658,2012-01-01,4,1,1,12,0,0,0,1,0.4,0.4091,0.62,0.2836,58,143,201,0,1.81071492085,0.13130643286,0.0836242010007
8658,8659,2012-01-01,4,1,1,13,0,0,0,1,0.42,0.4242,0.58,0.2836,82,141,223,0,1.74874354196,0.110431526075,0.0842151921067
8659,8660,2012-01-01,4,1,1,14,0,0,0,1,0.44,0.4394,0.54,0.2985,120,147,267,0,1.63956458946,0.0912870929175,0.0824786098842
8660,8661,2012-01-01,4,1,1,15,0,0,0,1,0.46,0.4545,0.51,0.2985,101,164,265,0,1.64398987305,0.099503719021,0.0780868809443
8661,8662,2012-01-01,4,1,1,16,0,0,0,1,0.44,0.4394,0.54,0.2985,68,147,215,0,1.77053557949,0.121267812518,0.0824786098842
8679,8680,2012-01-02,4,1,1,11,1,1,0,1,0.26,0.2121,0.35,0.4925,33,142,175,0,1.89660810453,0.174077655956,0.0839181358297
8680,8681,2012-01-02,4,1,1,12,1,1,0,1,0.28,0.2727,0.36,0.2537,41,161,202,0,1.80775381516,0.156173761889,0.0788110406239
8681,8682,2012-01-02,4,1,1,13,1,1,0,1,0.3,0.2727,0.36,0.2985,26,150,176,0,1.89320611416,0.196116135138,0.0816496580928
8682,8683,2012-01-02,4,1,1,14,1,1,0,1,0.3,0.2727,0.36,0.4179,10,141,151,0,1.98418947533,0.316227766017,0.0842151921067
8683,8684,2012-01-02,4,1,1,15,1,1,0,1,0.28,0.2424,0.38,0.4478,29,139,168,0,1.92094687599,0.185695338177,0.084818892968
8684,8685,2012-01-02,4,1,1,16,1,1,0,1,0.26,0.2273,0.35,0.4179,10,144,154,0,1.97257460788,0.316227766017,0.0833333333333
8685,8686,2012-01-02,4,1,1,17,1,1,0,1,0.26,0.2273,0.35,0.3881,17,136,153,0,1.97642353761,0.242535625036,0.0857492925713
8699,8700,2012-01-03,4,1,1,7,0,2,1,1,0.14,0.1212,0.59,0.2537,2,168,170,0,1.91389750588,0.707106781187,0.077151674981
8700,8701,2012-01-03,4,1,1,8,0,2,1,1,0.16,0.1364,0.55,0.2836,5,349,354,0,1.47122471584,0.4472135955,0.0535287727572
8701,8702,2012-01-03,4,1,1,9,0,2,1,1,0.16,0.1364,0.5,0.2836,8,145,153,0,1.97642353761,0.353553390593,0.0830454798537
8708,8709,2012-01-03,4,1,1,16,0,2,1,1,0.14,0.0909,0.39,0.5821,7,129,136,1,2.04980015423,0.377964473009,0.0880450906326
8709,8710,2012-01-03,4,1,1,17,0,2,1,1,0.14,0.1061,0.26,0.4627,4,241,245,0,1.69030850946,0.5,0.0644156626401
8710,8711,2012-01-03,4,1,1,18,0,2,1,1,0.14,0.0909,0.26,0.5224,10,214,224,0,1.74607573942,0.316227766017,0.0683585927025
8711,8712,2012-01-03,4,1,1,19,0,2,1,1,0.12,0.0909,0.28,0.4179,4,152,156,0,1.96494372973,0.5,0.0811107105654
8723,8724,2012-01-04,4,1,1,7,0,3,1,1,0.02,0.0455,0.44,0.194,1,151,152,0,1.98029508595,1.0,0.0813788458771
8724,8725,2012-01-04,4,1,1,8,0,3,1,1,0.02,0.0606,0.44,0.1343,5,310,315,0,1.53937267952,0.4472135955,0.0567961834247
8725,8726,2012-01-04,4,1,1,9,0,3,1,1,0.04,0.0606,0.45,0.1343,7,173,180,0,1.87977895099,0.377964473009,0.076028592127
8732,8733,2012-01-04,4,1,1,16,0,3,1,1,0.18,0.1667,0.4,0.2836,8,123,131,0,2.07167697616,0.353553390593,0.0901669634667
8733,8734,2012-01-04,4,1,1,17,0,3,1,1,0.2,0.197,0.4,0.194,9,272,281,0,1.6074760739,0.333333333333,0.0606339062591
8734,8735,2012-01-04,4,1,1,18,0,3,1,1,0.2,0.2121,0.37,0.1343,9,280,289,0,1.59111456835,0.333333333333,0.0597614304667
8735,8736,2012-01-04,4,1,1,19,0,3,1,1,0.2,0.2273,0.4,0.1045,2,182,184,0,1.86338998125,0.707106781187,0.0741249316661
8747,8748,2012-01-05,4,1,1,7,0,4,1,1,0.2,0.2273,0.69,0.0896,3,212,215,0,1.77053557949,0.57735026919,0.0686802819743
8748,8749,2012-01-05,4,1,1,8,0,4,1,1,0.2,0.2576,0.75,0.0,11,377,388,1,1.41847539091,0.301511344578,0.0515026202625
8749,8750,2012-01-05,4,1,1,9,0,4,1,1,0.22,0.2727,0.69,0.0,7,220,227,1,1.73552533625,0.377964473009,0.0674199862463
8756,8757,2012-01-05,4,1,1,16,0,4,1,1,0.36,0.3333,0.34,0.2836,19,178,197,0,1.82270654144,0.229415733871,0.0749531688996
8757,8758,2012-01-05,4,1,1,17,0,4,1,1,0.36,0.3485,0.34,0.194,19,393,412,0,1.38541899675,0.229415733871,0.0504433272305
8758,8759,2012-01-05,4,1,1,18,0,4,1,1,0.34,0.3333,0.36,0.1642,9,374,383,0,1.42711593005,0.333333333333,0.0517087689995
8759,8760,2012-01-05,4,1,1,19,0,4,1,1,0.34,0.3485,0.34,0.0896,10,255,265,0,1.64398987305,0.316227766017,0.0626224291085
8760,8761,2012-01-05,4,1,1,20,0,4,1,1,0.3,0.3333,0.49,0.0,5,172,177,1,1.88982236505,0.4472135955,0.0762492851663
8771,8772,2012-01-06,4,1,1,7,0,5,1,1,0.24,0.2879,0.65,0.0,4,201,205,1,1.7989569074,0.5,0.0705345615859
8772,8773,2012-01-06,4,1,1,8,0,5,1,1,0.24,0.2424,0.7,0.1343,11,436,447,0,1.33990004718,0.301511344578,0.0478913142611
8773,8774,2012-01-06,4,1,1,9,0,5,1,1,0.24,0.2424,0.7,0.1642,4,237,241,0,1.7000510023,0.5,0.0649569802462
8775,8776,2012-01-06,4,1,1,11,0,5,1,1,0.3,0.303,0.56,0.1642,8,130,138,0,2.04124145232,0.353553390593,0.0877058019307
8776,8777,2012-01-06,4,1,1,12,0,5,1,1,0.36,0.3333,0.5,0.2537,23,168,191,0,1.8411492358,0.208514414057,0.077151674981
8777,8778,2012-01-06,4,1,1,13,0,5,1,1,0.4,0.4091,0.43,0.2836,16,188,204,0,1.80187492539,0.25,0.0729324957489
8778,8779,2012-01-06,4,1,1,14,0,5,1,1,0.46,0.4545,0.36,0.194,26,152,178,0,1.88645669476,0.196116135138,0.0811107105654
8779,8780,2012-01-06,4,1,1,15,0,5,1,1,0.52,0.5,0.27,0.2537,44,178,222,0,1.75142361026,0.150755672289,0.0749531688996
8780,8781,2012-01-06,4,1,1,16,0,5,1,1,0.52,0.5,0.27,0.2836,35,259,294,0,1.58113883008,0.169030850946,0.0621369766001
8781,8782,2012-01-06,4,1,1,17,0,5,1,1,0.46,0.4545,0.36,0.2239,20,456,476,0,1.30521167355,0.22360679775,0.0468292905791
8782,8783,2012-01-06,4,1,1,18,0,5,1,1,0.5,0.4848,0.29,0.2537,28,391,419,0,1.37620470641,0.188982236505,0.0505721737424
8783,8784,2012-01-06,4,1,1,19,0,5,1,1,0.46,0.4545,0.33,0.2836,11,261,272,0,1.62650012158,0.301511344578,0.061898446059
8784,8785,2012-01-06,4,1,1,20,0,5,1,1,0.42,0.4242,0.41,0.194,14,163,177,0,1.88982236505,0.267261241912,0.0783260449988
8785,8786,2012-01-06,4,1,1,21,0,5,1,1,0.4,0.4091,0.43,0.2239,17,137,154,0,1.97257460788,0.242535625036,0.0854357657717
8786,8787,2012-01-06,4,1,1,22,0,5,1,1,0.36,0.3485,0.5,0.194,12,123,135,0,2.05412007504,0.288675134595,0.0901669634667
8797,8798,2012-01-07,4,1,1,9,0,6,0,1,0.22,0.2273,0.8,0.1343,14,116,130,0,2.07613699634,0.267261241912,0.0928476690885
8798,8799,2012-01-07,4,1,1,10,0,6,0,1,0.28,0.303,0.75,0.0896,43,160,203,0,1.80480718921,0.152498570333,0.0790569415042
8799,8800,2012-01-07,4,1,1,11,0,6,0,1,0.34,0.3182,0.57,0.2239,74,250,324,0,1.52321555101,0.116247638744,0.0632455532034
8800,8801,2012-01-07,4,1,1,12,0,6,0,1,0.4,0.4091,0.43,0.2239,100,276,376,0,1.43739893644,0.1,0.0601929265429
8801,8802,2012-01-07,4,1,1,13,0,6,0,1,0.44,0.4394,0.44,0.194,149,296,445,0,1.34231211043,0.0819231920519,0.0581238193719
8802,8803,2012-01-07,4,1,1,14,0,6,0,1,0.5,0.4848,0.42,0.2836,156,356,512,0,1.26592420885,0.0800640769025,0.0529998940003
8803,8804,2012-01-07,4,1,1,15,0,6,0,1,0.58,0.5455,0.37,0.2985,132,317,449,0,1.33750094043,0.0870388279778,0.0561655956302
8804,8805,2012-01-07,4,1,1,16,0,6,0,1,0.56,0.5303,0.37,0.2836,133,268,401,0,1.40028008403,0.0867109969524,0.0610847221782
8805,8806,2012-01-07,4,1,1,17,0,6,0,1,0.54,0.5152,0.43,0.1343,87,235,322,0,1.52676204138,0.107211253484,0.0652328073053
8806,8807,2012-01-07,4,1,1,18,0,6,0,1,0.54,0.5152,0.45,0.1343,49,248,297,0,1.57524270453,0.142857142857,0.0635000635001
8807,8808,2012-01-07,4,1,1,19,0,6,0,1,0.52,0.5,0.42,0.1045,44,171,215,0,1.77053557949,0.150755672289,0.0764719112902
8808,8809,2012-01-07,4,1,1,20,0,6,0,1,0.5,0.4848,0.39,0.2537,21,149,170,0,1.91389750588,0.218217890236,0.0819231920519
8809,8810,2012-01-07,4,1,1,21,0,6,0,1,0.44,0.4394,0.44,0.2239,22,118,140,0,2.03278907045,0.213200716356,0.0920574617898
8822,8823,2012-01-08,4,1,1,10,0,0,0,1,0.34,0.3333,0.49,0.1642,27,181,208,0,1.7902871851,0.19245008973,0.0743294146247
8823,8824,2012-01-08,4,1,1,11,0,0,0,1,0.36,0.3485,0.46,0.2239,55,201,256,0,1.66435666325,0.134839972493,0.0705345615859
8824,8825,2012-01-08,4,1,1,12,0,0,0,1,0.38,0.3939,0.43,0.2239,78,273,351,0,1.47602480923,0.113227703414,0.0605227532669
8825,8826,2012-01-08,4,1,1,13,0,0,0,1,0.4,0.4091,0.37,0.2985,77,266,343,0,1.490711985,0.11396057646,0.0613139339485
8826,8827,2012-01-08,4,1,1,14,0,0,0,1,0.4,0.4091,0.4,0.194,75,253,328,0,1.51619608716,0.115470053838,0.0628694613462
8827,8828,2012-01-08,4,1,1,15,0,0,0,1,0.4,0.4091,0.37,0.2836,89,241,330,0,1.51272255204,0.105999788001,0.0644156626401
8828,8829,2012-01-08,4,1,1,16,0,0,0,1,0.4,0.4091,0.37,0.2985,58,256,314,0,1.54119982874,0.13130643286,0.0625
8829,8830,2012-01-08,4,1,1,17,0,0,0,1,0.38,0.3939,0.4,0.2239,22,197,219,0,1.75953835769,0.213200716356,0.0712470499879
8830,8831,2012-01-08,4,1,1,18,0,0,0,1,0.34,0.3182,0.46,0.2239,19,162,181,0,1.8764665626,0.229415733871,0.0785674201318
8843,8844,2012-01-09,4,1,1,7,0,1,1,1,0.22,0.2424,0.6,0.1045,1,239,240,0,1.70251306152,1.0,0.0646846227353
8844,8845,2012-01-09,4,1,1,8,0,1,1,1,0.22,0.2576,0.55,0.0896,13,407,420,0,1.37490333051,0.277350098113,0.0495681597097
8845,8846,2012-01-09,4,1,1,9,0,1,1,1,0.22,0.2727,0.64,0.0,9,188,197,1,1.82270654144,0.333333333333,0.0729324957489
8853,8854,2012-01-09,4,1,1,17,0,1,1,0,0.22,0.2727,0.87,0.0,5,147,152,1,1.98029508595,0.4472135955,0.0824786098842
8854,8855,2012-01-09,4,1,1,18,0,1,1,0,0.2,0.2273,0.86,0.0896,6,158,164,0,1.93528249929,0.408248290464,0.0795557284176
8855,8856,2012-01-09,4,1,1,19,0,1,1,0,0.2,0.2273,0.93,0.0896,3,187,190,0,1.84427778391,0.57735026919,0.0731272424127
8856,8857,2012-01-09,4,1,1,20,0,1,1,1,0.2,0.2273,0.86,0.0896,5,127,132,0,2.06724557649,0.4472135955,0.0887356509416
8866,8867,2012-01-10,4,1,1,7,0,2,1,1,0.18,0.197,0.93,0.1642,3,219,222,0,1.75142361026,0.57735026919,0.0675737378399
8867,8868,2012-01-10,4,1,1,8,0,2,1,1,0.18,0.197,0.93,0.1642,6,465,471,0,1.31080626273,0.408248290464,0.046373889576
8868,8869,2012-01-10,4,1,1,9,0,2,1,1,0.18,0.197,0.93,0.1642,11,184,195,0,1.8287923899,0.301511344578,0.0737209780774
8871,8872,2012-01-10,4,1,1,12,0,2,1,1,0.42,0.4242,0.38,0.2985,13,127,140,0,2.03278907045,0.277350098113,0.0887356509416
8872,8873,2012-01-10,4,1,1,13,0,2,1,1,0.42,0.4242,0.38,0.2985,15,163,178,0,1.88645669476,0.258198889747,0.0783260449988
8874,8875,2012-01-10,4,1,1,15,0,2,1,1,0.42,0.4242,0.38,0.2985,17,119,136,0,2.04980015423,0.242535625036,0.0916698497028
8875,8876,2012-01-10,4,1,1,16,0,2,1,1,0.42,0.4242,0.38,0.3582,15,225,240,0,1.70251306152,0.258198889747,0.0666666666667
8876,8877,2012-01-10,4,1,1,17,0,2,1,1,0.42,0.4242,0.38,0.2537,14,446,460,0,1.32453235707,0.267261241912,0.047351372381
8877,8878,2012-01-10,4,1,1,18,0,2,1,1,0.4,0.4091,0.4,0.1045,13,372,385,0,1.42421822974,0.277350098113,0.0518475847365
8878,8879,2012-01-10,4,1,1,19,0,2,1,1,0.38,0.3939,0.46,0.1045,11,270,281,0,1.6074760739,0.301511344578,0.060858061945
8879,8880,2012-01-10,4,1,1,20,0,2,1,1,0.34,0.3485,0.53,0.1045,10,190,200,0,1.81369062528,0.316227766017,0.072547625011
8890,8891,2012-01-11,4,1,1,7,0,3,1,1,0.2,0.2121,0.8,0.1343,9,247,256,0,1.66435666325,0.333333333333,0.0636284762976
8891,8892,2012-01-11,4,1,1,8,0,3,1,1,0.2,0.2273,0.82,0.1045,11,488,499,0,1.28036879933,0.301511344578,0.0452678730213
8892,8893,2012-01-11,4,1,1,9,0,3,1,1,0.2,0.2121,0.86,0.1343,7,218,225,0,1.74077655956,0.377964473009,0.0677285461479
8900,8901,2012-01-11,4,1,1,17,0,3,1,0,0.34,0.3182,0.87,0.2239,6,128,134,0,2.05846742398,0.408248290464,0.0883883476483
8914,8915,2012-01-12,4,1,1,7,0,4,1,1,0.34,0.3182,0.87,0.2836,2,218,220,0,1.75682092232,0.707106781187,0.0677285461479
8915,8916,2012-01-12,4,1,1,8,0,4,1,1,0.32,0.3182,0.81,0.194,11,497,508,0,1.27102670519,0.301511344578,0.0448561304016
8916,8917,2012-01-12,4,1,1,9,0,4,1,1,0.32,0.3333,0.81,0.1045,10,220,230,0,1.72773685116,0.316227766017,0.0674199862463
8919,8920,2012-01-12,4,1,1,12,0,4,1,1,0.34,0.3485,0.81,0.1045,14,130,144,0,2.01619459636,0.267261241912,0.0877058019307
8920,8921,2012-01-12,4,1,1,13,0,4,1,1,0.42,0.4242,0.77,0.1642,13,170,183,0,1.86989398002,0.277350098113,0.0766964988847
8921,8922,2012-01-12,4,1,1,14,0,4,1,1,0.42,0.4242,0.77,0.1642,24,132,156,0,1.96494372973,0.204124145232,0.0870388279778
8922,8923,2012-01-12,4,1,1,15,0,4,1,1,0.44,0.4394,0.72,0.1343,32,156,188,0,1.85058302549,0.176776695297,0.0800640769025
8923,8924,2012-01-12,4,1,1,16,0,4,1,1,0.46,0.4545,0.67,0.194,33,248,281,0,1.6074760739,0.174077655956,0.0635000635001
8924,8925,2012-01-12,4,1,1,17,0,4,1,1,0.46,0.4545,0.63,0.1642,23,472,495,0,1.28458748885,0.208514414057,0.0460287308949
8925,8926,2012-01-12,4,1,1,18,0,4,1,1,0.44,0.4394,0.67,0.194,22,399,421,0,1.37360563949,0.213200716356,0.0500626174322
8926,8927,2012-01-12,4,1,1,19,0,4,1,1,0.42,0.4242,0.71,0.1642,17,313,330,0,1.51272255204,0.242535625036,0.0565233418944
8927,8928,2012-01-12,4,1,1,20,0,4,1,1,0.42,0.4242,0.71,0.194,11,229,240,0,1.70251306152,0.301511344578,0.0660818600455
8928,8929,2012-01-12,4,1,1,21,0,4,1,1,0.44,0.4394,0.67,0.1343,12,162,174,0,1.90002850064,0.288675134595,0.0785674201318
8929,8930,2012-01-12,4,1,1,22,0,4,1,1,0.38,0.3939,0.76,0.2985,12,121,133,0,2.06284249252,0.288675134595,0.0909090909091
8938,8939,2012-01-13,4,1,1,7,0,5,1,1,0.26,0.2576,0.6,0.2239,3,174,177,0,1.88982236505,0.57735026919,0.0758098043579
8939,8940,2012-01-13,4,1,1,8,0,5,1,1,0.24,0.2121,0.52,0.3582,11,408,419,0,1.37620470641,0.301511344578,0.0495073771488
8940,8941,2012-01-13,4,1,1,9,0,5,1,1,0.22,0.197,0.47,0.3881,10,204,214,0,1.77331725533,0.316227766017,0.0700140042014
8943,8944,2012-01-13,4,1,1,12,0,5,1,1,0.24,0.197,0.38,0.4925,14,140,154,0,1.97257460788,0.267261241912,0.0845154254729
8944,8945,2012-01-13,4,1,1,13,0,5,1,1,0.26,0.2121,0.33,0.5224,14,140,154,0,1.97257460788,0.267261241912,0.0845154254729
8946,8947,2012-01-13,4,1,1,15,0,5,1,1,0.26,0.2121,0.33,0.5821,15,123,138,1,2.04124145232,0.258198889747,0.0901669634667
8947,8948,2012-01-13,4,1,1,16,0,5,1,1,0.28,0.2424,0.3,0.4627,18,215,233,0,1.72005229038,0.235702260396,0.068199433947
8948,8949,2012-01-13,4,1,1,17,0,5,1,1,0.28,0.2424,0.33,0.4179,15,317,332,0,1.50927278118,0.258198889747,0.0561655956302
8949,8950,2012-01-13,4,1,1,18,0,5,1,1,0.26,0.2273,0.38,0.2985,7,294,301,0,1.56748284106,0.377964473009,0.058321184352
8950,8951,2012-01-13,4,1,1,19,0,5,1,1,0.26,0.2424,0.38,0.2836,7,199,206,0,1.79605302027,0.377964473009,0.0708881205008
8951,8952,2012-01-13,4,1,1,20,0,5,1,1,0.24,0.2424,0.41,0.1642,6,130,136,0,2.04980015423,0.408248290464,0.0877058019307
8965,8966,2012-01-14,4,1,1,10,0,6,0,1,0.16,0.2273,0.47,0.0,14,135,149,1,1.99204768222,0.267261241912,0.0860662965824
8966,8967,2012-01-14,4,1,1,11,0,6,0,1,0.2,0.197,0.4,0.194,28,150,178,0,1.88645669476,0.188982236505,0.0816496580928
8967,8968,2012-01-14,4,1,1,12,0,6,0,1,0.22,0.2121,0.41,0.2537,30,189,219,0,1.75953835769,0.182574185835,0.0727392967453
8968,8969,2012-01-14,4,1,1,13,0,6,0,1,0.22,0.2121,0.44,0.2836,38,182,220,0,1.75682092232,0.162221421131,0.0741249316661
8969,8970,2012-01-14,4,1,1,14,0,6,0,1,0.24,0.2121,0.41,0.2985,52,179,231,0,1.72516389836,0.138675049056,0.0747435092752
8970,8971,2012-01-14,4,1,1,15,0,6,0,1,0.24,0.2121,0.38,0.2985,49,177,226,0,1.74077655956,0.142857142857,0.0751646028003
8971,8972,2012-01-14,4,1,1,16,0,6,0,1,0.24,0.2273,0.38,0.2239,28,178,206,0,1.79605302027,0.188982236505,0.0749531688996
8972,8973,2012-01-14,4,1,1,17,0,6,0,1,0.24,0.2273,0.41,0.2537,15,129,144,0,2.01619459636,0.258198889747,0.0880450906326
8973,8974,2012-01-14,4,1,1,18,0,6,0,1,0.22,0.2273,0.41,0.194,21,122,143,0,2.01619459636,0.218217890236,0.0905357460425
